"Event","Phylum","Subphylum","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Genus","Species","Det_level","base_name","known_class","longlab"
"SCBI00620160927","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pirata","Pirata alachuus","Species","Pirata alachuus","Araneae","Arthropoda_Arachnida_Araneae"
"SCBI00620160927","Arthropoda","Myriapoda","Diplopoda","Helminthomorpha","NULL","Polydesmida","Paradoxosomatidea","NULL","NULL","Paradoxosomatidae","NULL","Oxidus","Oxidus gracilis","Species","Oxidus gracilis","Myriapoda","Arthropoda_Myriapoda_Myriapoda"
"SCBI00620160927","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Entomobryoidea","Entomobryidae","Entomobryinae","Homidia","Homidia sinensis","Species","Homidia sinensis","Collembola","Arthropoda_Collembola_Collembola"
"SCBI00620160927","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Trigonidiidae","Nemobiinae","Allonemobius","Allonemobius fasciatus","Species","Allonemobius fasciatus","Orthoptera","Arthropoda_Insecta_Orthoptera"
"SCBI00620160927","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus rubens","Species","Gryllus rubens","Orthoptera","Arthropoda_Insecta_Orthoptera"
"SCBI00620160927","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Tetragnathidae","NULL","Leucauge","Leucauge venusta","Species","Leucauge venusta","Araneae","Arthropoda_Arachnida_Araneae"
"SCBI00620160927","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneuroptera","Blattodea","NULL","NULL","Blattoidea","Ectobiidae","Blattellinae","Parcoblatta","Parcoblatta pensylvanica","Species","Parcoblatta pensylvanica","Blattodea","Arthropoda_Insecta_Blattodea"
"SCBI00620160927","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","NULL","Erigone","Erigone autumnalis","Species","Erigone autumnalis","Araneae","Arthropoda_Arachnida_Araneae"
"SERC00320160519","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pirata","Pirata alachuus","Species","Pirata alachuus","Araneae","Arthropoda_Arachnida_Araneae"
"SERC00320160519","Arthropoda","Myriapoda","Diplopoda","Helminthomorpha","NULL","Polydesmida","Paradoxosomatidea","NULL","NULL","Paradoxosomatidae","NULL","Oxidus","Oxidus gracilis","Species","Oxidus gracilis","Myriapoda","Arthropoda_Myriapoda_Myriapoda"
"SERC00320160519","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"SERC00320160519","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Entomobryoidea","Entomobryidae","Entomobryinae","Homidia","Homidia sinensis","Species","Homidia sinensis","Collembola","Arthropoda_Collembola_Collembola"
"SRER00120160412","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Erebidae","incertae sedis","Toxonprucha","Toxonprucha volucris","Species","Toxonprucha volucris","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"SRER00120160412","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus rubens","Species","Gryllus rubens","Orthoptera","Arthropoda_Insecta_Orthoptera"
"SRER00120160719","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Sciaridae","indet.","indet.","indet.","Family","Sciaridae","Diptera","Arthropoda_Insecta_Diptera"
"SRER00120160719","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus rubens","Species","Gryllus rubens","Orthoptera","Arthropoda_Insecta_Orthoptera"
"SRER00120160719","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Corinnidae","NULL","Castianeira","Castianeira walsinghami","Species","Castianeira walsinghami","Araneae","Arthropoda_Arachnida_Araneae"
"SRER00120161011","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Cecidomyiidae","indet.","indet.","indet.","Family","Cecidomyiidae","Diptera","Arthropoda_Insecta_Diptera"
"SRER00120161011","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus rubens","Species","Gryllus rubens","Orthoptera","Arthropoda_Insecta_Orthoptera"
"SRER00120161011","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"SRER00620160426","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Adephaga","NULL","Caraboidea","Carabidae","Harpalinae","Discoderus","Discoderus parallelus","Species","Discoderus parallelus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"SRER00620160719","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Adephaga","NULL","Caraboidea","Carabidae","Harpalinae","Discoderus","Discoderus parallelus","Species","Discoderus parallelus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"SRER00620160719","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus pennsylvanicus","Species","Gryllus pennsylvanicus","Orthoptera","Arthropoda_Insecta_Orthoptera"
"SRER00620161011","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Adephaga","NULL","Caraboidea","Carabidae","Harpalinae","Discoderus","Discoderus parallelus","Species","Discoderus parallelus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"SRER00620161011","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus rubens","Species","Gryllus rubens","Orthoptera","Arthropoda_Insecta_Orthoptera"
"SRER00620161011","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus veletis","Species","Gryllus veletis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"STEI00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Sphaeroceroidea","Sphaeroceridae","Limosininae","Spelobia","indet.","Genus","Spelobia","Diptera","Arthropoda_Insecta_Diptera"
"STEI00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Sciaridae","NULL","Bradysia","Bradysia hilaris","Species","Bradysia hilaris","Diptera","Arthropoda_Insecta_Diptera"
"STEI00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Adephaga","NULL","Caraboidea","Carabidae","Harpalinae","Pterostichus","Pterostichus pensylvanicus","Species","Pterostichus pensylvanicus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"STEI00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Psocodea","Psocomorpha","Epipsocetae","NULL","Epipsocidae","indet.","Bertkauia","Bertkauia crosbyana","Species","Bertkauia crosbyana",NA,"NA_NA_NA"
"STEI00220160914","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Tomoceroidea","Tomoceridae","indet.","indet.","indet.","Family","Tomoceridae","Collembola","Arthropoda_Collembola_Collembola"
"STEI00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"STEI00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Culex","Culex salinarius","Species","Culex salinarius","Diptera","Arthropoda_Insecta_Diptera"
"STEI00220160720","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Adephaga","NULL","Caraboidea","Carabidae","Harpalinae","Pterostichus","Pterostichus stygicus","Species","Pterostichus stygicus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"STEI00220160720","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Tomoceroidea","Tomoceridae","indet.","indet.","indet.","Family","Tomoceridae","Collembola","Arthropoda_Collembola_Collembola"
"STEI00220160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Tortricoidea","Tortricidae","Tortricinae","Sparganothis","Sparganothis pettitana","Species","Sparganothis pettitana","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"STEI00220160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Mecoptera","NULL","NULL","NULL","Panorpidae","NULL","Panorpa","Panorpa submaculosa","Species","Panorpa submaculosa",NA,"NA_NA_NA"
"STEI00220160720","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Ephemeroptera","Furcatergalia","Pannota","Caenoidea","Caenidae","Caeninae","Caenis","Caenis punctata","Species","Caenis punctata",NA,"NA_NA_NA"
"STEI00220160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Sciaridae","NULL","Bradysia","Bradysia hilaris","Species","Bradysia hilaris","Diptera","Arthropoda_Insecta_Diptera"
"STEI00220160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Erebidae","Erebinae","Caenurgina","Caenurgina crassiuscula","Species","Caenurgina crassiuscula","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"STEI00820160511","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Staphyliniformia","Staphylinoidea","Leiodidae","Cholevinae","Catops","Catops paramericanus","Species","Catops paramericanus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"STEI00820160511","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Platypezoidea","Phoridae","Metopininae","Megaselia","indet.","Genus","Megaselia","Diptera","Arthropoda_Insecta_Diptera"
"STEI00820160720","Annelida","NULL","Clitellata","Oligochaeta","Metagynophora","Opisthopora","Crassiclitellata","NULL","Lumbricoidea","Lumbricidae","Lumbricinae","Dendrobaena","Dendrobaena octaedra","Species","Dendrobaena octaedra","Annelida","Annelida_Annelida_Annelida"
"STEI00820160720","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Adephaga","NULL","Caraboidea","Carabidae","Harpalinae","Pterostichus","Pterostichus coracinus","Species","Pterostichus coracinus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"STEI00820160914","Annelida","NULL","Clitellata","Oligochaeta","Metagynophora","Opisthopora","Crassiclitellata","NULL","Lumbricoidea","Lumbricidae","Lumbricinae","Dendrobaena","Dendrobaena octaedra","Species","Dendrobaena octaedra","Annelida","Annelida_Annelida_Annelida"
"STEI00820160914","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"STEI00820160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus rubens","Species","Gryllus rubens","Orthoptera","Arthropoda_Insecta_Orthoptera"
"STEI00820160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus veletis","Species","Gryllus veletis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"STEI00820160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Trigonidiidae","Nemobiinae","Neonemobius","Neonemobius cubensis","Species","Neonemobius cubensis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"TALL00120160413","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Sciaridae","NULL","Pseudolycoriella","Pseudolycoriella cavatica","Species","Pseudolycoriella cavatica","Diptera","Arthropoda_Insecta_Diptera"
"TALL00120160413","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"TALL00120160413","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Schizocosa","Schizocosa ocreata","Species","Schizocosa ocreata","Araneae","Arthropoda_Arachnida_Araneae"
"TALL00120160706","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus rubens","Species","Gryllus rubens","Orthoptera","Arthropoda_Insecta_Orthoptera"
"TALL00120160706","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Varacosa","Varacosa avara","Species","Varacosa avara","Araneae","Arthropoda_Arachnida_Araneae"
"TALL00120160706","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus veletis","Species","Gryllus veletis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"TALL00120160706","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Entomobryoidea","Entomobryidae","Entomobryinae","Homidia","Homidia sinensis","Species","Homidia sinensis","Collembola","Arthropoda_Collembola_Collembola"
"TALL00120160706","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Muscoidea","Fanniidae","NULL","Fannia","Fannia spathiophora","Species","Fannia spathiophora","Diptera","Arthropoda_Insecta_Diptera"
"TALL00120160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus rubens","Species","Gryllus rubens","Orthoptera","Arthropoda_Insecta_Orthoptera"
"TALL00120160914","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Anyphaenidae","NULL","Anyphaena","indet.","Genus","Anyphaena","Araneae","Arthropoda_Arachnida_Araneae"
"TALL00120160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Trigonidiidae","Nemobiinae","Allonemobius","Allonemobius maculatus","Species","Allonemobius maculatus","Orthoptera","Arthropoda_Insecta_Orthoptera"
"TALL00120160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Velarifictorus","Velarifictorus micado","Species","Velarifictorus micado","Orthoptera","Arthropoda_Insecta_Orthoptera"
"TALL00120160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus veletis","Species","Gryllus veletis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"TALL00220160413","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Schizocosa","Schizocosa ocreata","Species","Schizocosa ocreata","Araneae","Arthropoda_Arachnida_Araneae"
"TALL00220160413","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","NULL","Culicidae","Culicinae","Aedes","Aedes vexans","Species","Aedes vexans","Diptera","Arthropoda_Insecta_Diptera"
"TALL00220160413","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus veletis","Species","Gryllus veletis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"TALL00220160413","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pirata","Pirata alachuus","Species","Pirata alachuus","Araneae","Arthropoda_Arachnida_Araneae"
"TALL00220160706","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus rubens","Species","Gryllus rubens","Orthoptera","Arthropoda_Insecta_Orthoptera"
"TALL00220160706","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneuroptera","Blattodea","NULL","NULL","Blattoidea","Ectobiidae","Blattellinae","Parcoblatta","Parcoblatta bolliana","Species","Parcoblatta bolliana","Blattodea","Arthropoda_Insecta_Blattodea"
"TALL00220160706","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneuroptera","Blattodea","NULL","NULL","Blattoidea","Ectobiidae","Blattellinae","Parcoblatta","Parcoblatta pensylvanica","Species","Parcoblatta pensylvanica","Blattodea","Arthropoda_Insecta_Blattodea"
"TALL00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Gryllus","Gryllus rubens","Species","Gryllus rubens","Orthoptera","Arthropoda_Insecta_Orthoptera"
"TALL00220160914","Arthropoda","Myriapoda","Diplopoda","Helminthomorpha","NULL","Callipodida","NULL","NULL","NULL","Abacionidae","NULL","Abacion","Abacion magnum","Species","Abacion magnum","Myriapoda","Arthropoda_Myriapoda_Myriapoda"
"TALL00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneuroptera","Blattodea","NULL","NULL","Blattoidea","Ectobiidae","Blattellinae","Parcoblatta","Parcoblatta bolliana","Species","Parcoblatta bolliana","Blattodea","Arthropoda_Insecta_Blattodea"
"TALL00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneuroptera","Blattodea","NULL","NULL","Blattoidea","Ectobiidae","Blattellinae","Parcoblatta","Parcoblatta pensylvanica","Species","Parcoblatta pensylvanica","Blattodea","Arthropoda_Insecta_Blattodea"
"TALL00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Ensifera","Gryllidea","Grylloidea","Gryllidae","Gryllinae","Velarifictorus","Velarifictorus micado","Species","Velarifictorus micado","Orthoptera","Arthropoda_Insecta_Orthoptera"
"TREE00120160517","Annelida","NULL","Clitellata","Oligochaeta","Metagynophora","Opisthopora","Crassiclitellata","NULL","Lumbricoidea","Lumbricidae","Lumbricinae","Dendrobaena","Dendrobaena octaedra","Species","Dendrobaena octaedra","Annelida","Annelida_Annelida_Annelida"
"TREE00120160712","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Psocodea","Psocomorpha","Epipsocetae","NULL","Epipsocidae","indet.","Bertkauia","Bertkauia crosbyana","Species","Bertkauia crosbyana",NA,"NA_NA_NA"
